"DISTRITO","SECCION","BARRIO","PAIS_NACIMIENTO","HOMBRES","MUJERES"
" 09"," 029","COLORES, ENTREPARQUES","PAISES BAJOS",0,2
" 09"," 029","COLORES, ENTREPARQUES","PARAGUAY",0,2
" 09"," 029","COLORES, ENTREPARQUES","PERU",1,4
" 09"," 029","COLORES, ENTREPARQUES","POLONIA",0,1
" 09"," 029","COLORES, ENTREPARQUES","PORTUGAL",0,2
" 09"," 029","COLORES, ENTREPARQUES","REINO UNIDO",0,1
" 09"," 029","COLORES, ENTREPARQUES","REPUBLICA DEMOCRATICA DEL CONGO",4,3
" 09"," 029","COLORES, ENTREPARQUES","REPUBLICA DOMINICANA",1,3
" 09"," 029","COLORES, ENTREPARQUES","SUIZA",2,1
" 09"," 029","COLORES, ENTREPARQUES","URUGUAY",1,2
" 09"," 029","COLORES, ENTREPARQUES","VENEZUELA",3,4
" 09"," 030","COLORES, ENTREPARQUES","ALEMANIA",2,5
" 09"," 030","COLORES, ENTREPARQUES","ARGELIA",1,0
" 09"," 030","COLORES, ENTREPARQUES","ARMENIA",4,1
" 09"," 030","COLORES, ENTREPARQUES","AUSTRIA",0,3
" 09"," 030","COLORES, ENTREPARQUES","AZERBAIAN",0,1
" 09"," 030","COLORES, ENTREPARQUES","BELGICA",2,4
" 09"," 030","COLORES, ENTREPARQUES","BIELORUSIA",0,1
" 09"," 030","COLORES, ENTREPARQUES","BOLIVIA",0,3
" 09"," 030","COLORES, ENTREPARQUES","BRASIL",1,0
" 09"," 030","COLORES, ENTREPARQUES","BURKINA FASSO",0,1
" 09"," 030","COLORES, ENTREPARQUES","BURUNDI",1,0
" 09"," 030","COLORES, ENTREPARQUES","CHINA",2,2
" 09"," 030","COLORES, ENTREPARQUES","COLOMBIA",2,1
" 09"," 030","COLORES, ENTREPARQUES","COSTA DE MARFIL",0,1
" 09"," 030","COLORES, ENTREPARQUES","CUBA",1,0
" 09"," 030","COLORES, ENTREPARQUES","DINAMARCA",1,0
" 09"," 030","COLORES, ENTREPARQUES","EGIPTO",1,0
" 09"," 030","COLORES, ENTREPARQUES","FRANCIA",5,1
" 09"," 030","COLORES, ENTREPARQUES","GAMBIA",0,1
" 09"," 030","COLORES, ENTREPARQUES","GEORGIA",1,0
" 09"," 030","COLORES, ENTREPARQUES","ISLANDIA",1,0
" 09"," 030","COLORES, ENTREPARQUES","ITALIA",0,1
" 09"," 030","COLORES, ENTREPARQUES","LUXEMBURGO",0,1
" 09"," 030","COLORES, ENTREPARQUES","MALTA",0,1
" 09"," 030","COLORES, ENTREPARQUES","MEXICO",2,0
" 09"," 030","COLORES, ENTREPARQUES","MONTENEGRO",0,1
" 09"," 030","COLORES, ENTREPARQUES","NICARAGUA",0,1
" 09"," 030","COLORES, ENTREPARQUES","PAISES BAJOS",0,2
" 09"," 030","COLORES, ENTREPARQUES","PANAMA",3,1
" 09"," 030","COLORES, ENTREPARQUES","POLONIA",1,0
" 09"," 030","COLORES, ENTREPARQUES","PORTUGAL",1,1
" 09"," 030","COLORES, ENTREPARQUES","PRINCIPADO DE ANDORRA",2,3
" 09"," 030","COLORES, ENTREPARQUES","RUMANIA",0,2
" 09"," 030","COLORES, ENTREPARQUES","RUSIA",2,1
" 09"," 030","COLORES, ENTREPARQUES","SANTO TOME Y PRINCIPE",1,0
" 09"," 030","COLORES, ENTREPARQUES","SUIZA",1,2
" 09"," 030","COLORES, ENTREPARQUES","UCRANIA",0,2
" 09"," 031","COLORES, ENTREPARQUES","ALBANIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","ALEMANIA",6,0
" 09"," 031","COLORES, ENTREPARQUES","ARGENTINA",3,4
" 09"," 031","COLORES, ENTREPARQUES","ARMENIA",2,1
" 09"," 031","COLORES, ENTREPARQUES","AUSTRIA",1,0
" 09"," 031","COLORES, ENTREPARQUES","BELGICA",0,1
" 09"," 031","COLORES, ENTREPARQUES","BRASIL",1,2
" 09"," 031","COLORES, ENTREPARQUES","CHECOSLOVAQUIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","CHILE",1,0
" 09"," 031","COLORES, ENTREPARQUES","CHINA",6,4
" 09"," 031","COLORES, ENTREPARQUES","COLOMBIA",0,4
" 09"," 031","COLORES, ENTREPARQUES","COSTA DE MARFIL",0,1
" 09"," 031","COLORES, ENTREPARQUES","CROACIA",2,1
" 09"," 031","COLORES, ENTREPARQUES","DINAMARCA",0,1
" 09"," 031","COLORES, ENTREPARQUES","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 031","COLORES, ENTREPARQUES","FRANCIA",2,4
" 09"," 031","COLORES, ENTREPARQUES","GAMBIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","IRLANDA",1,1
" 09"," 031","COLORES, ENTREPARQUES","ITALIA",1,0
" 09"," 031","COLORES, ENTREPARQUES","LETONIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","MARRUECOS",4,0
" 09"," 031","COLORES, ENTREPARQUES","MEXICO",0,2
" 09"," 031","COLORES, ENTREPARQUES","NIGERIA",1,0
" 09"," 031","COLORES, ENTREPARQUES","PAISES BAJOS",1,2
" 09"," 031","COLORES, ENTREPARQUES","PANAMA",1,0
" 09"," 031","COLORES, ENTREPARQUES","PERU",1,0
" 09"," 031","COLORES, ENTREPARQUES","POLONIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","PORTUGAL",0,2
" 09"," 031","COLORES, ENTREPARQUES","PRINCIPADO DE ANDORRA",1,1
" 09"," 031","COLORES, ENTREPARQUES","REINO UNIDO",2,0
" 09"," 031","COLORES, ENTREPARQUES","REPUBLICA DEMOCRATICA DEL CONGO",2,2
" 09"," 031","COLORES, ENTREPARQUES","SANTA SEDE",0,1
" 09"," 031","COLORES, ENTREPARQUES","SENEGAL",1,1
" 09"," 031","COLORES, ENTREPARQUES","SIRIA",1,0
" 09"," 031","COLORES, ENTREPARQUES","SUECIA",0,1
" 09"," 031","COLORES, ENTREPARQUES","VENEZUELA",0,1
" 09"," 032","COLORES, ENTREPARQUES","ALEMANIA",0,2
" 09"," 032","COLORES, ENTREPARQUES","ARGENTINA",1,1
" 09"," 032","COLORES, ENTREPARQUES","ARMENIA",0,1
" 09"," 032","COLORES, ENTREPARQUES","AUSTRIA",2,3
" 09"," 032","COLORES, ENTREPARQUES","BELGICA",0,1
" 09"," 032","COLORES, ENTREPARQUES","BOLIVIA",2,2
" 09"," 032","COLORES, ENTREPARQUES","BRASIL",3,4
" 09"," 032","COLORES, ENTREPARQUES","BURKINA FASSO",1,0
" 09"," 032","COLORES, ENTREPARQUES","CHECOSLOVAQUIA",1,0
" 09"," 032","COLORES, ENTREPARQUES","CHINA",1,1
" 09"," 032","COLORES, ENTREPARQUES","COLOMBIA",2,3
" 09"," 032","COLORES, ENTREPARQUES","ESLOVAQUIA",1,0
" 09"," 032","COLORES, ENTREPARQUES","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 032","COLORES, ENTREPARQUES","FRANCIA",1,4
" 09"," 032","COLORES, ENTREPARQUES","GEORGIA",1,0
" 09"," 032","COLORES, ENTREPARQUES","GHANA",1,0
" 09"," 032","COLORES, ENTREPARQUES","IRLANDA",0,1
" 09"," 032","COLORES, ENTREPARQUES","ITALIA",2,0
" 09"," 032","COLORES, ENTREPARQUES","MEXICO",1,1
" 09"," 032","COLORES, ENTREPARQUES","NO CONSTA",1,0
" 09"," 032","COLORES, ENTREPARQUES","PERU",0,1
" 09"," 032","COLORES, ENTREPARQUES","POLONIA",1,1
" 09"," 032","COLORES, ENTREPARQUES","PORTUGAL",2,0
" 09"," 032","COLORES, ENTREPARQUES","REPUBLICA DEMOCRATICA DEL CONGO",1,1
" 09"," 032","COLORES, ENTREPARQUES","REPUBLICA DOMINICANA",1,0
" 09"," 032","COLORES, ENTREPARQUES","SUIZA",1,0
" 09"," 033","COLORES, ENTREPARQUES","ALBANIA",0,2
" 09"," 033","COLORES, ENTREPARQUES","ALEMANIA",1,2
" 09"," 033","COLORES, ENTREPARQUES","ARGENTINA",3,5
" 09"," 033","COLORES, ENTREPARQUES","AUSTRIA",0,3
" 09"," 033","COLORES, ENTREPARQUES","AZERBAIAN",1,1
" 09"," 033","COLORES, ENTREPARQUES","BRASIL",0,2
" 09"," 033","COLORES, ENTREPARQUES","BULGARIA",0,1
" 09"," 033","COLORES, ENTREPARQUES","CANADA",0,1
" 09"," 033","COLORES, ENTREPARQUES","CHECOSLOVAQUIA",2,2
" 09"," 033","COLORES, ENTREPARQUES","CHINA",4,3
" 09"," 033","COLORES, ENTREPARQUES","COLOMBIA",3,6
" 09"," 033","COLORES, ENTREPARQUES","CONGO",0,1
" 09"," 033","COLORES, ENTREPARQUES","CUBA",1,0
" 09"," 033","COLORES, ENTREPARQUES","EGIPTO",0,1
" 09"," 033","COLORES, ENTREPARQUES","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 033","COLORES, ENTREPARQUES","FRANCIA",5,2
" 09"," 033","COLORES, ENTREPARQUES","GAMBIA",0,1
" 09"," 033","COLORES, ENTREPARQUES","GUINEA ECUATORIAL",1,0
" 09"," 033","COLORES, ENTREPARQUES","HUNGRIA",1,0
" 09"," 033","COLORES, ENTREPARQUES","ITALIA",2,5
" 09"," 033","COLORES, ENTREPARQUES","LITUANIA",1,0
" 09"," 033","COLORES, ENTREPARQUES","MARRUECOS",3,9
" 09"," 033","COLORES, ENTREPARQUES","MEXICO",2,0
" 09"," 033","COLORES, ENTREPARQUES","MOLDAVIA",1,0
" 09"," 033","COLORES, ENTREPARQUES","MONTENEGRO",1,0
" 09"," 033","COLORES, ENTREPARQUES","NORUEGA",1,2
" 09"," 033","COLORES, ENTREPARQUES","PARAGUAY",0,2
" 09"," 033","COLORES, ENTREPARQUES","POLONIA",1,2
" 09"," 033","COLORES, ENTREPARQUES","PORTUGAL",5,2
" 09"," 033","COLORES, ENTREPARQUES","REINO UNIDO",2,0
" 09"," 033","COLORES, ENTREPARQUES","REPUBLICA DEMOCRATICA ALEMANA",1,0
" 09"," 033","COLORES, ENTREPARQUES","REPUBLICA DEMOCRATICA DEL CONGO",0,4
" 09"," 033","COLORES, ENTREPARQUES","REPUBLICA DOMINICANA",1,0
" 09"," 033","COLORES, ENTREPARQUES","RUSIA",0,2
" 09"," 033","COLORES, ENTREPARQUES","SANTO TOME Y PRINCIPE",0,1
" 09"," 033","COLORES, ENTREPARQUES","SUIZA",2,4
" 09"," 033","COLORES, ENTREPARQUES","VENEZUELA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ALBANIA",2,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ALEMANIA",3,2
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ARGENTINA",6,5
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ARMENIA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BELGICA",1,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BOLIVIA",2,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BOSNIA-HERZEGOVINA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BRASIL",2,5
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BURKINA FASSO",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHILE",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHINA",2,4
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","COLOMBIA",0,5
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CUBA",1,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","DINAMARCA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ECUADOR",1,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","EGIPTO",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESLOVENIA",1,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FINLANDIA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FRANCIA",2,2
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GAMBIA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GEORGIA",3,3
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GUINEA",1,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GUINEA BISSAU",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","IRLANDA",1,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ITALIA",1,2
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MARRUECOS",3,3
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MEXICO",1,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","NAMIBIA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","NORUEGA",0,2
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PAISES BAJOS",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PORTUGAL",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PRINCIPADO DE ANDORRA",0,1
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REINO UNIDO",3,3
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REPUBLICA DEMOCRATICA DEL CONGO",2,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REPUBLICA DOMINICANA",0,2
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","SIERRA LEONA",1,0
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","SUIZA",2,3
" 09"," 034","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","UCRANIA",1,4
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ALEMANIA",3,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ANGOLA",3,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ARGENTINA",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BOLIVIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BRASIL",1,2
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHECOSLOVAQUIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHINA",5,5
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","COLOMBIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","DINAMARCA",0,2
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FILIPINAS",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FRANCIA",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GEORGIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","HUNGRIA",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ITALIA",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","LETONIA",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","LITUANIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MARRUECOS",3,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","OTROS PAISES SIN RELACION DIPLOMATICA",2,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PERU",2,2
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PORTUGAL",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PRINCIPADO DE ANDORRA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REINO UNIDO",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","RUMANIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","SIRIA",4,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","TANZANIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","TCHAD",1,0
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","UCRANIA",0,1
" 09"," 035","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","VENEZUELA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ANGOLA",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ARGENTINA",1,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ARMENIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","AUSTRIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BIELORUSIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BOSTWANA",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","BRASIL",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHECOSLOVAQUIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","CHINA",49,37
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","COSTA RICA",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","DOMINICA",1,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FINLANDIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","FRANCIA",1,3
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","GAMBIA",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","HAITI",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","HUNGRIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","INDONESIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ITALIA",0,2
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","LIBIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","LIECHTENSTEIN",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MARRUECOS",5,7
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MAURITANIA",2,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","MONTENEGRO",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PAISES BAJOS",0,2
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","POLONIA",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","PORTUGAL",3,2
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REINO UNIDO",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REPUBLICA DEMOCRATICA ALEMANA",1,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","RUMANIA",2,2
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","RUSIA",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","SERBIA Y MONTENEGRO",1,0
" 09"," 036","PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","VENEZUELA",2,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ALBANIA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ALEMANIA",6,10
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ARGELIA",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ARGENTINA",2,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ARMENIA",2,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","AUSTRIA",0,4
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","AZERBAIAN",2,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","BELGICA",2,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","BOSTWANA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","BRASIL",0,3
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","BURKINA FASSO",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","CHINA",23,16
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","COLOMBIA",5,11
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","CUBA",2,2
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","FRANCIA",6,5
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","GABON",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","GHANA",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","GUINEA BISSAU",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","HONDURAS",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","IRLANDA",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","ITALIA",4,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","LITUANIA",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","MARRUECOS",1,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","MOLDAVIA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","NICARAGUA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","NO CONSTA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","PAISES BAJOS",1,2
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","PERU",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","POLONIA",0,4
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","PORTUGAL",9,5
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","PRINCIPADO DE ANDORRA",1,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","REINO UNIDO",3,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","REPUBLICA DEMOCRATICA DEL CONGO",0,2
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","RUMANIA",1,3
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","RUSIA",1,3
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","SANTO TOME Y PRINCIPE",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","SIRIA",1,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","SOMALIA",0,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","SUECIA",1,0
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","SUIZA",5,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","TANZANIA",1,1
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","UCRANIA",0,2
" 09"," 037","PARQUE ALCOSA-JARDINES DEL EDEN","VENEZUELA",1,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ALEMANIA",0,2
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ANTIGUA YUGOSLAVIA",2,2
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ARGELIA",2,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ARGENTINA",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ARMENIA",2,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","AUSTRIA",0,3
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","BELGICA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","BOLIVIA",3,2
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","CANADA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","CHECOSLOVAQUIA",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","COLOMBIA",10,14
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","CUBA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","DINAMARCA",1,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ECUADOR",4,4
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ESLOVAQUIA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ESTADOS UNIDOS DE AMERICA",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ESTONIA",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ETIOPIA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","FRANCIA",2,4
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","HUNGRIA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","ITALIA",3,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","LETONIA",1,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","LITUANIA",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","MARRUECOS",3,0
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","MONTENEGRO",0,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","NIGERIA",1,1
" 09"," 038","PARQUE ALCOSA-JARDINES DEL EDEN","OTROS PAISES SIN RELACION DIPLOMATICA",4,0
